,name,name:en,inscription,geometry
3064,Бекет (смотрова башта),,,POINT (35.5484064 48.7239747)
3065,Т-34-85,,,POINT (37.5195018 48.6160815)
3066,Жертвам авіакатастрофи Ту-124,,,POINT (34.0351462 48.7200616)
3067,Діва Марія,,,POINT (24.6387448 48.982176)
3068,Тарасу Шевченку,,,POINT (24.6517049 48.9917801)
3069,борцям за волю України,,,POINT (24.6393649 48.9820491)
3070,Імені комбрига А. Ф. Бурди,,,POINT (29.2087927 49.718856)
3071,Меморіал загиблим Полякам,,,POINT (24.63428 48.9588283)
3072,меморіал загиблим євреям,,,POINT (24.6365746 48.9613791)
3073,Валентину Корнієнко,,У цьому будинку по 2011 рік жив і творив український письменник Валентин Корнієнко (1939-2011 рр.),POINT (25.5936395 49.5505237)
3074,Олексі Корнієнко,,У цьому будинку з 1960 по 2003 рр. жив і творив український письменник Олекса Корнієнко (1919-2003 рр.),POINT (25.5936845 49.5505391)
3075,Погруддя Феліксу Дзержинському,,,POINT (28.0505105 49.0822832)
3076,Тарасові Шевченку,,,POINT (23.4957105 49.5041014)
3077,Пам'ятний знак січовим стрільцям,,,POINT (23.4519517 49.5087921)
3078,Борцям за волю України,,,POINT (23.4471039 49.5163335)
3079,Скала-Подільська,,,POINT (26.1904151 48.8389846)
3080,Пам'ятник Тарасу Шевченку,,,POINT (30.074494 46.8508609)
3081,МіГ-15УТВ,,,POINT (30.0749621 46.8513701)
3082,Телевізор Пелеха,,,POINT (25.5953306 49.5524026)
3083,Миколі Костенку,,У цьому будинку в 1957-1975 рр. жив і працював українсткий радянський письменник Микола Павлович Костенко,POINT (25.5941103 49.55257)
3084,Степану Данилишину,,В 1954-1973 роках у цьому будинку жив заслужений діяч мистецтв художник театру Степан Данилишин.,POINT (25.5942095 49.5525665)
3085,Жертвам концтаборів,,,POINT (34.7843026 50.889322)
3086,Меморіал солдатам Війська Польського,,,POINT (34.7831175 50.8918825)
3087,Алея Слави,,,POINT (34.7826812 50.8936062)
3088,Захисникам міста Суми у ІІ св. війні.,,,POINT (34.7837664 50.8928928)
3089,Вулиця Кирпоноса,,"Ця вулиця названа ім'ям героя Радянського Союзу, генерал-полковника Кирпоноса Михайла Петровича (1892-1941), командуючого Південно-Західним фронтом, одного з керівників героїчной оборони Києва в 1941 р.",POINT (30.4082779 50.4625539)
3090,Дубовий гай,,Дубовий гай закладений на честь 70-річчя Шевченківського району міста Києва за участю голови району Віктора Пилипишина та почесних мешканців 20 вересня 2007 року,POINT (30.4274005 50.4646559)
3091,Пам'ятник репресованому,,1937,POINT (30.6898966 50.4769969)
3092,Михайло Грушевський,,,POINT (24.3689798 49.0225923)
3093,Степану Бандері,,,POINT (24.369943 49.0226984)
3094,Івану Франку,,,POINT (24.3719856 49.0231704)
3095,Пам'ятний знак воїнам УПА,,,POINT (23.288816 49.4765409)
3096,Кам’яна брила з пам'ятною табличкою про корені роду Франко,,,POINT (23.3863124 49.4702912)
3097,Поховання предків Івана Франка,,,POINT (23.3857323 49.4696093)
3098,Пам'ятний знак борцям за волю України,,,POINT (23.3862283 49.4697692)
3099,Борцям за волю України,,,POINT (23.4061034 49.4593143)
3100,Григір Тютюнник,,Тут у 1963-1967 роках жив і працював видатний український письменник Григір Тютюнник,POINT (30.5173018 50.459215)
3101,Південний Палац,,,POINT (30.5177178 50.4572981)
3102,Жертвам Голодомору,,,POINT (34.6192132 47.9573848)
3103,Учасникам громадянської війни,,,POINT (34.6143286 47.9556044)
3104,Памятник жителям Московского района,,,POINT (36.3395815 49.9916358)
3105,Борцям за волю України,,,POINT (23.2810917 49.503745)
3106,Полеглим воїнам у всі часи,,,POINT (23.2849424 49.509036)
3107,Пам'ятний знак Петрові Сагайдачному,,,POINT (23.2662499 49.4886319)
3108,Гора Острица,,,POINT (30.4959258 50.1428957)
3109,Володимир Челомей,,,POINT (30.4594675 50.4491021)
3110,Олександр Мікулін,,"Олександр Олександрович Мікулін|""Мені дещо вдалося зробити в авіації""",POINT (30.4593737 50.4491175)
3111,Сергій Корольов,,,POINT (30.4596633 50.4490697)
3112,Степану Бандері,,,POINT (23.4045554 49.2726966)
3113,Св. Варвара,,,POINT (23.4245264 49.2849242)
3114,Подіям 2 світової війни,,,POINT (34.834948 49.4649401)
3115,Дерево Свободи,,,POINT (28.4639246 49.2344686)
3116,Пам'ятник Ференцу Лісту,,,POINT (25.9338799 48.2945478)
3117,Героям Сумщини,,,POINT (34.8031739 50.9080009)
3118,Кожедубу І. М.,Ivan Kozhedub,,POINT (34.8011913 50.9062244)
3119,Чехов А. П.,Чехов А.П.,,POINT (34.8005147 50.905598)
3120,"Обелиск полковнику ""Певному""",,,POINT (35.8137558 49.8867823)
3121,Сухомел Георгій Йосипович,,У цьому будинку в 1956-1966 р. р. працював видатний радянський вчений в галузі гідравліки та гідромеханіки один із засновників Інституту гідромеханіки АН УРСР академік АН УРСР,POINT (30.43515 50.4578596)
3122,Павленко Георгій Евстафійович,,У цьому будинку в 1959-1970 р. р. працював видатний радянський вчений в галузі гідромеханіки та теорії корабля академік АН УРСР /1896-1970/,POINT (30.4350579 50.4578744)
3123,Пам'ятний знак на честь Івана Сірка,,,POINT (23.9639149 49.84495)
3124,Місце Пилявецької битви,,,POINT (27.4339361 49.5908326)
3125,Брежнєву Л. В.,,,POINT (34.6084128 48.5010865)
3126,Галині Романовій,,,POINT (34.5911576 48.5095549)
3127,Памяті загиблих у трамвайній аварії 2 липня 1996 року,,,POINT (34.6367692 48.4999263)
3128,Літак МіГ-19С,,,POINT (34.610947 48.5246402)
3129,Назарію Войтовичу,,"Назарій Войтович. Навіки студент, Герой України. Табличка на стіні.",POINT (25.5902425 49.5510214)
